	Atf3	Bcl11a	Bcl6	Egr1	Egr2	Fos	Fosb	Jun	Klf4	Rreb1	Srf
Ccrl2	0	0	1.0	0.5	0	0	0	0	0	0	0.5
Ccrn4l	0	0	0	0	0	-0.5	0	0	0	0	0
Cd109	0	0	0	0	0	-0.5	0	-0.5	0	0	0
Cd14	0	0	0	0	0	-0.5	-0.5	-0.5	0	0	0
Cd151	0	0	0	0	0	0	0	-0.5	0	0	0
Cd180	0	0	0	0	0	0.5	0	0	0	0	0
Cd276	0	0	0	0	0	-0.5	-0.5	-0.5	0	0	0
Cd2ap	0.5	0	0	0.5	0	0	0	0	0.5	0	0.5
Cd300a	0	0	0	0	0	-0.5	-0.5	-0.5	0	0	0
Cd300e	0	0	0	0.5	0	0	0	0	0.5	0	0
Cd300lf	0.5	0	0	0.5	0	0.5	0	0	0	0	0
Cd33	0	0	0	0	0	0.5	0	0	0	0	0.5
Cd44	0	-1.0	0	0	0	-0.5	0	-0.5	0	0	0
Cd48	0	0	0	0	0	0	0	0	0.5	0	0.5
Cd53	0	0	0	0	0	-0.5	0	-0.5	0	0	0
Cd55	0	0	0	0	0	-0.5	0	0	0	0	0
Cd63	0	0	0	0	0	-0.5	0	-0.5	0	0	0
Cd69	0	0	0	0.5	0	0.5	0	0	0	0	0.5
Cd80	0	0	0	0	0	-0.5	0	-0.5	0	0	0
Cd83	0.5	0	0	0.5	0	0.5	0	0	0.5	0	0.5
Cd84	0	0	0	0.5	0	0.5	0	0	0	0	0
Cd86	0	0	0	0	0	-0.5	0	-0.5	0	0	0
Cd9	0	0	0	0	0	-0.5	0	-0.5	0	0	0
Cd93	0	0	0	0	0	-0.5	0	-0.5	0	0	0
Cdc14a	0.5	0	0	0.5	0	0.5	0	0	0	0	0.5
Cdc20	0	0	0	0.5	0	0.5	0	0	0	0	0
Cdc25a	0.5	0	0	0.5	0	0.5	0	0	0.5	0	0
Cdc25b	0.5	0	0	0.5	0	0	0	0	0.5	0	0
Cdc25c	0.5	0	0	0.5	0	0	0	0	0	0	0.5
Cdc42bpa	0	0	0	-1.0	0	-0.5	0	0	0	0	0
Cdc42se2	0	0	0	0	0	-0.5	-0.5	-0.5	0	0	0
Cdc45	0	0	0	0.5	0	0.5	0	0	0	0	0
Cdca2	0	0	0	0.5	0	0.5	0	0	0.5	0	0
Cdca3	0	0	0	0.5	0	0	0	0	0	0	0
Cdca7	0	0	0	0	0	0	0	0	0.5	0	0.5
Cdca8	0	0	0	0.5	0	0	0	0	0	0	0
Cdh1	0	0	0	0	0	0	0	-0.5	0	0	0
Cdh23	0	0	0	0	0	-0.5	-0.5	-0.5	0	0	0
Cdh5	0	0	0	0	0	0	0	-0.5	0	0	0
Cdk17	0	0	0	0	0	-0.5	-0.5	-0.5	0	0	0
Cdk4	0.5	0	0	0.5	0	0.5	0	0	0.5	0	0
Cdk5rap2	0	0	0	0.5	0	0	0	0	0	0	0.5
Cdkl3	0.5	0	0	0.5	0	0.5	0	0	0.5	0	0.5
Cdkl4	0.5	0	0	0.5	0	0.5	0	0	0	0	0.5
Cdkn1a	0	0	0	0	0	-0.5	-0.5	-0.5	0	0	0
Cdkn2aipnl	0.5	0	0	0	0	0	0	0	0	0	0
Cdkn2d	0	0	0	0	0	-0.5	0	-0.5	0	0	0
Cdr2	0	0	0	0	0	-0.5	0	-0.5	0	0	0
Cds1	0	0	0	0	0	-0.5	-0.5	-0.5	0	0	0
Cds2	0	0	0	-1.0	0	0	0	0	0	0	0
Cdt1	0.5	0	0	0.5	0	0.5	0	0	0.5	0	0
Cdyl2	0.5	0	0	0.5	0	0.5	0	0	0.5	0	0.5
Celf3	0	0	0	0	0	-0.5	-0.5	-0.5	0	0	0
Celf4	0	0	0	0.5	0	0.5	0	0	0.5	0	0.5
Cenpa	0	0	0	0	0	-0.5	0	0	0	0	0
Cenpc1	0	0	0	0	0	-0.5	-0.5	-0.5	0	0	0
Cenpe	0.5	0	0	0	0	0	0	0	0	0	0
Cenpf	0	0	0	0.5	0	0.5	0	0	0	0	0
Cenpl	0	0	0	0	0	-0.5	0	0	0	0	0
Cep192	0.5	0	0	0	0	0.5	0	0	0.5	0	0
Cep55	0.5	0	0	0.5	0	0	0	0	0.5	0	0.5
Cep57	0.5	0	0	0.5	0	0.5	0	0	0	0	0
Cep57l1	0	0	0	0.5	0	0	0	0	0.5	0	0.5
Cerk	0	0	0	0	0	-0.5	0	-0.5	0	0	0
Cflar	0	0	0	0	0	-0.5	-0.5	-0.5	0	0	0
Cfp	0	-1.0	0	0	0	0	0	-0.5	0	0	0
Chchd3	0.5	0	0	0.5	0	0.5	0	0	0	0	0
Chd7	0	0	0	0	0	-0.5	0	-0.5	0	0	0
Chd9	0.5	0	0	0.5	0	0.5	0	0	0	0	0.5
Chek2	0.5	0	0	0.5	0	0.5	0	0	0	0	0
Chid1	0	0	0	0.5	0	0	0	0	0.5	0	0
Chl1	0	0	0	0	0	0	0	-0.5	0	0	0
Chml	0	0	0	0.5	0	0.5	0	0	0.5	0	0.5
Chst10	0	0	0	0	0	-0.5	0	-0.5	0	0	0
Chsy1	0	0	0	0	0	-0.5	-0.5	0	0	0	0
Chuk	0	0	0	0.5	0	0	0	0	0.5	0	0.5
Cib1	0	0	0	0.5	0	0	0	0	0.5	0	0.5
Ciita	0	0	0	0.5	0	0	0	0	0	0	0
Cirbp	0.5	0	0	0.5	0	0.5	0	0	1.5	0	0.5
Cisd1	0.5	0	0	0.5	0	0	0	0	0	0	0
Cit	0	0	0	0.5	0	0.5	0	0	0	0	0
Cited2	0	0	0	0.5	0	0	0	0	0	0	0
Ckap2l	0	0	0	0.5	0	0	0	0	0	0	0.5
Cks1b	0.5	0	0	0.5	0	0.5	0	0	0	0	0
Clasp2	0	0	0	0	0	-0.5	0	-0.5	0	0	0
Clcf1	0	0	0	0	0	-0.5	0	-0.5	0	0	0
Cldn1	0	0	0	0	0	-0.5	0	-0.5	0	0	0
Cldn15	0	0	0	0	0	-0.5	0	0	0	0	0
Cldn7	0	0	0	0	0	0	0	-0.5	0	0	0
Clec12a	0	0	0	0	0	0.5	0	0	0	0	0
Clec1a	0.5	0	1.0	0.5	0	0.5	0	0	0	0	0
Clec2i	0	0	0	0	0	-0.5	-0.5	-0.5	0	0	0
Clec4b1	0	0	0	0	0	0	0	-0.5	0	0	0
Clec4g	0	0	0	0.5	0	0.5	0	0	0	0	0
Clec4n	0	0	0	0	0	-0.5	0	-0.5	0	0	0
Clic4	0	0	0	0	0	-0.5	0	-0.5	0	0	0
Clint1	0.5	0	0	0.5	0	0.5	0	0	0	0	0
Clip2	0	0	0	0.5	0	0.5	0	0	0.5	0	0
Cln8	0.5	0	0	0.5	0	0.5	0	0	0	0	0
Clns1a	0.5	0	0	0	0	0	0	0	0	0	0
Cmah	0	0	0	0	0	0	0	-0.5	0	0	0
Cmtm6	0	0	0	0	0	-0.5	-0.5	-0.5	0	0	0
Cnn1	0	0	0	0	0	-0.5	-0.5	0	0	0	0
Cnnm2	0	0	0	0	0	-0.5	0	-0.5	0	0	0
Cnnm4	0	0	0	0	0	-0.5	0	-0.5	0	0	0
Cnot4	0	0	0	0	0	-0.5	-0.5	-0.5	0	0	0
Cnr2	0	0	0	0	0	0	0	-0.5	0	0	0
Cntln	0	0	0	0.5	0	0	0	0	0	0	0
Cntrob	0.5	0	0	0.5	0	0.5	0	0	0.5	0	0
Cog5	0.5	0	0	0.5	0	0.5	0	0	0.5	0	0.5
Col14a1	0	0	0	0	0	-0.5	0	-0.5	0	0	0
Col15a1	0	-1.0	0	0	0	-0.5	-0.5	-0.5	0	0	0
Col17a1	0	0	0	0	0	0	0	-0.5	0	0	0
Col23a1	0.5	0	0	0.5	0	0	0	0	0.5	0	0
Col4a2	0	0	0	0	0	-0.5	-0.5	-0.5	0	0	0
Col4a3bp	0	0	0	0	0	-0.5	-0.5	-0.5	0	0	0
Colec12	0	0	0	0	0	-0.5	0	-0.5	0	0	0
Commd10	0	0	0	0.5	0	0	0	0	0.5	0	0.5
Commd8	0.5	0	0	0.5	0	0.5	0	0	0	0	0
Copg2	0.5	0	0	0.5	0	0.5	0	0	0.5	0	0
Coq10b	0.5	0	0	0.5	0	0.5	0	0	0	0	0
Coq2	0.5	0	0	0.5	0	0.5	0	0	0	0	0.5
Coro1b	0.5	0	0	0.5	0	0	0	0	0.5	0	0
Cox15	0	0	0	0.5	0	0	0	0	0.5	0	0
Cpm	0	0	0	0	0	0	0	0	0	0	0.5
Cpne3	0	0	0	0.5	0	0	0	0	0.5	0	0.5
Cpsf3	0	0	0	0.5	0	0	0	0	0.5	0	0
Cramp1l	0	0	0	-1.0	0	-0.5	0	0	0	0	0
Crb2	0	0	0	0	0	-0.5	-0.5	0	0	0	0
Creb5	0	0	0	0	0	-0.5	-0.5	-0.5	0	0	0
Creg1	0	0	0	0.5	0	0.5	0	0	0.5	0	0
Crem	0	0	0	0	0	-0.5	0	-0.5	0	0	0
Crip1	0	0	0	0	0	-0.5	0	-0.5	0	0	0
Crip2	0	0	0	0	0	-0.5	0	-0.5	0	0	0
Crk	0	0	0	0	0	-0.5	0	-0.5	0	0	0
Crocc	0.5	0	0	0.5	0	0.5	0	0	0.5	0	0.5
Crtc1	0	0	0	0	0	-0.5	0	-0.5	0	0	0
Crtc2	0	0	0	0	0	-0.5	0	-0.5	0	0	0
Crtc3	0	0	0	0	0	0	0	-0.5	0	0	0
Cry1	0	0	0	0	0	-0.5	0	0	0	0	0
Crybb1	0	0	0	0	0	0	0	-0.5	0	0	0
Cryl1	0.5	0	0	0	0	0.5	0	0	0	0	0
Cryzl1	0.5	0	0	0.5	0	0.5	0	0	0.5	0	0
Csad	0	0	0	0.5	0	0.5	0	0	0	0	0
Csf1	0	0	0	0	0	-0.5	0	0	0	0	0
Csf1r	0	0	0	0	0	-0.5	0	-0.5	0	0	0
Csf2	0.5	0	0	0.5	0	0.5	0	0	0	0	0
Csf2rb	0	0	0	0	0	-0.5	0	0	0	0	0
Csf2rb2	0	0	0	0	0	-0.5	0	0	0	0	0
Csf3r	0.5	0	0	0.5	0	0.5	0	0	0	0	0
Csrnp1	0	0	0	0	0	-0.5	-0.5	-0.5	0	0	0
Csrp1	0.5	0	0	0	0	0	0	0	0	0	0.5
Cstf2	0	0	0	0	0	0.5	0	0	0.5	0	0
Ctbs	0	0	0	0	0	0.5	0	0	0.5	0	0
Ctla2b	0	0	0	0	0	0.5	0	0	0	0	0.5
Ctla4	0	0	0	0.5	0	0	0	0	0	0	0
Ctnna1	0	0	0	0	0	-0.5	0	-0.5	0	0	0
Ctnnal1	0	0	0	0	0	-0.5	0	-0.5	0	0	0
Ctsa	0.5	0	0	0.5	0	0.5	0	0	0	0	0
Ctsd	0	0	0	0	0	-0.5	0	-0.5	0	0	0
Ctsz	0	0	0	0	0	-0.5	0	0	0	0	0
Cttnbp2nl	0	0	0	0	0	-0.5	-0.5	-0.5	0	0	0
Cwf19l1	0.5	0	0	0.5	0	0	0	0	0	0	0.5
Cx3cl1	0	0	0	0	0	-0.5	0	-0.5	0	0	0
Cx3cr1	0	0	0	0	0	-0.5	0	-0.5	0	0	0
Cxcl1	0	0	0	0	0	-0.5	0	-0.5	0	0	0
Cxcl10	0	0	0	0	0	0.5	0	0	0	0	0
Cxcl16	0	-1.0	0	-1.0	0	-0.5	-0.5	-0.5	0	0	0
Cxcl9	0	0	0	0	0	0.5	0	0	0	0	0
Cxcr3	0	0	0	0.5	0	0.5	0	0	0	0	0
Cxx1a	0	0	0	0.5	0	0	0	0	0.5	0	0
Cxx1b	0	0	0	0.5	0	0	0	0	0	0	0
Cxxc5	0	0	0	0	0	-0.5	0	-0.5	0	0	0
Cybb	0	0	0	0.5	0	0.5	0	0	0	0	0.5
Cybrd1	0	0	0	0	0	-0.5	-0.5	-0.5	0	0	0
Cyfip2	0.5	0	0	0	0	0.5	0	0	0.5	0	0.5
Cygb	0	0	0	0	0	0	0	-0.5	0	0	0
Cyp26b1	0.5	0	0	0.5	0	0	0	0	0	0	0.5
Cyp27a1	0.5	0	0	0.5	0	0.5	0	0	0	0	0
Cyp4f13	0	0	0	0.5	0	0	0	0	0	0	0.5
Cyp4f16	0	0	0	0	0	0	0	0	0.5	0	0
Cysltr2	0.5	0	0	0	0	0	0	0	0	0	0
Cyth1	0	0	0	0	0	-0.5	0	-0.5	0	0	0
Cyth4	0	0	0	0	0	-0.5	0	-0.5	0	0	0
Cytip	0	0	0	0	0	-0.5	-0.5	-0.5	0	0	0
Cyyr1	0	0	0	0	0	-0.5	0	0	0	0	0
D130017n08rik	0	0	0	0.5	0	0	0	0	0	0	0
D630041g03rik	0	0	0	0	0	-0.5	0	0	0	0	0
D6ertd527e	0	0	0	0	0	-0.5	0	-0.5	0	0	0
D8ertd82e	0	0	0	0	0	-0.5	-0.5	0	0	0	0
Daam1	0	0	0	0	0	-0.5	-0.5	-0.5	0	0	0
Dab2	0	0	0	0	0	-0.5	-0.5	-0.5	0	0	0
Dagla	0	0	0	0	0	-0.5	-0.5	-0.5	0	0	0
Dbf4	0.5	0	0	0.5	0	0	0	0	0.5	0	0.5
Dbp	0.5	0	0	0.5	0	0.5	0	0	0.5	0	0
Dcaf10	0	0	0	0	0	-0.5	0	-0.5	0	0	0
Dchs1	0	0	0	0	0	0	0	-0.5	0	0	0
Dclk1	0	0	0	0	0	-0.5	-0.5	-0.5	0	0	0
Ddit3	0.5	0	0	0.5	0	0.5	0	0	0.5	0	0.5
Ddx39	0.5	0	0	0	0	0	0	0	0	0	0
Decr2	0	0	0	0.5	0	0	0	0	0.5	0	0
Dennd4a	0	0	0	0	0	-0.5	-0.5	-0.5	0	0	0
Dennd4b	0	0	0	0	0	-0.5	0	-0.5	0	0	0
Depdc1a	0	0	0	0	0	0.5	0	0	0	0	0
Depdc7	0	0	0	0	0	-0.5	0	0	0	0	0
Dera	0	0	0	0.5	0	0	0	0	0	0	0
Dexi	0	0	0	0.5	0	0	0	0	0	0	0
Dfna5	0	0	0	0	0	-0.5	-0.5	-0.5	0	0	0
Dgcr2	0	0	0	0	0	-0.5	0	0	0	0	0
Dgka	0	0	0	0	0	-0.5	0	0	0	0	0
Dgkb	0	0	0	0	0	0	0	-0.5	0	0	0
Dgkg	0	0	0	0	0	-0.5	0	-0.5	0	0	0
Dgkh	0	0	0	0	0	-0.5	0	-0.5	0	0	0
Dhcr7	0.5	0	0	0.5	0	0.5	0	0	0.5	0	0.5
Dhdh	0.5	0	0	0.5	0	0.5	0	0	0.5	0	0
Diap1	0	0	0	0	0	-0.5	0	-0.5	0	0	0
Diap3	0.5	0	0	0.5	0	0.5	0	0	0	0	0
Dido1	0	0	0	0	0	-0.5	0	-0.5	0	0	0
Dis3l	0	0	0	0	0	0	0	0	0	0	0.5
Dixdc1	0	0	0	0	0	-0.5	0	-0.5	0	0	0
Dkc1	0.5	0	0	0.5	0	0.5	0	0	0	0	0
Dlgap5	0	0	0	0.5	0	0	0	0	0	0	0.5
Dmpk	0	0	0	0	0	0	0	-0.5	0	0	0
Dmxl2	0	0	0	0	0	0	0	-0.5	0	0	0
Dnaja1	0.5	0	0	0.5	0	0.5	0	0	0	0	0
Dnajb1	0.5	0	0	0.5	0	0	0	0	0.5	0	0.5
Dnajc12	0	0	0	0	0	-0.5	-0.5	-0.5	0	0	0
Dnajc14	0	0	0	0	0	-0.5	0	-0.5	0	0	0
Dnajc28	0	0	1.0	0.5	0	0.5	0	0	0	0	0.5
Dnm3	0	0	0	0	0	-0.5	-0.5	-0.5	0	0	0
Dnmbp	0	0	0	0	0	0	0	0	0	0	0.5
Dnmt1	0.5	0	0	0.5	0	0	0	0	0	0	0.5
Dnmt3a	0.5	0	0	0.5	0	0.5	0	0	0.5	0	0.5
Dock11	0	0	0	0.5	0	0	0	0	0.5	0	0
Dock9	0	0	0	0	0	-0.5	0	0	0	0	0
Dok2	0	0	0	0	0	-0.5	0	0	0	0	0
Donson	0	0	0	0	0	-0.5	0	0	0	0	0
Dos	0	0	0	0	0	-0.5	-0.5	-0.5	0	0	0
Dpy19l1	0.5	0	0	0.5	0	0.5	0	0	0.5	0	0.5
Dpy19l3	0.5	0	0	0.5	0	0	0	0	0.5	0	0.5
Dpy19l4	0.5	0	0	0.5	0	0.5	0	0	0	0	0.5
Drosha	0.5	0	0	0.5	0	0.5	0	0	0	0	0
Dstn	0.5	0	0	0.5	0	0.5	0	0	0.5	0	0.5
Dstyk	0	0	0	0	0	-0.5	0	-0.5	0	0	0
Dtl	0.5	0	0	0.5	0	0.5	0	0	0	0	0
Dtnbp1	0	0	0	0	0	-0.5	0	-0.5	0	0	0
Dtx3l	0	0	0	0.5	0	0.5	0	0	0	0	0
Dtx4	0.5	0	0	0	0	0.5	0	0	0	0	0.5
Dusp1	0.5	0	0	0.5	0	0.5	0	0	0.5	0	0
Dusp10	0.5	0	0	0.5	0	0	0	0	0.5	0	0.5
Dusp16	0.5	0	0	0.5	0	0.5	0	0	0.5	1.0	0.5
Dusp2	0	0	0	0	0	-0.5	0	0	0	0	0
Dusp3	0	0	0	0	0	-0.5	0	-0.5	0	0	0
Dusp6	0	0	0	0.5	0	0.5	0	0	0	0	0
Dvl2	0	0	0	0	0	0	-0.5	0	0	0	0
Dvl3	0	0	0	0	0	-0.5	0	-0.5	0	0	0
Dym	0.5	0	0	0.5	0	0.5	0	0	0.5	1.0	0
Dynlt1a	0	0	0	0.5	0	0	0	0	0.5	0	0.5
E130012a19rik	0	0	0	0	0	-0.5	0	-0.5	0	0	0
E230008n13rik	0	0	0	0	0	-0.5	-0.5	-0.5	0	0	0
E230029c05rik	0	0	0	0	0	-0.5	-0.5	-0.5	0	0	0
E2f8	0	0	0	0.5	0	0.5	0	0	0	0	0
E330020d12rik	0.5	0	0	0	0	0	0	0	0.5	0	0
Ears2	0	0	0	0	0	-0.5	0	0	0	0	0
Ecm1	0	0	0	0	0	-0.5	0	-0.5	0	0	0
Ect2	0	0	0	0	0	0.5	0	0	0.5	0	0
Ect2l	0	0	0	0	0	-0.5	0	-0.5	0	0	0
Edem2	0	0	0	0.5	0	0.5	0	0	0.5	0	0.5
Edem3	0	0	0	0	0	-0.5	0	0	0	0	0
Ednrb	0	0	0	0	0	-0.5	0	-0.5	0	0	0
Eed	0	0	0	0	0	-0.5	0	0	0	0	0
Efr3a	0.5	0	0	0.5	0	0.5	0	0	0	0	0
Efr3b	0	0	0	0	0	-0.5	0	0	0	0	0
Egln2	0	0	0	0	0	-0.5	0	0	0	0	0
Egr1	0.5	0	0	0.5	0	0	0	0	0	0	0.5
Egr2	0.5	0	0	0.5	0	0	0	0	0	0	0.5
Egr3	0.5	0	0	0.5	0	0.5	0	0	0	0	0.5
Ehd1	0	0	0	0	0	-0.5	0	-0.5	0	0	0
Ehd2	0	0	0	0	0	0	0	-0.5	0	0	0
Ehd4	0	0	0	0	0	-0.5	0	0	0	0	0
Eid3	0	0	0	0	0	-0.5	0	0	0	0	0
Eif2ak4	0.5	0	0	0.5	0	0	0	0	0.5	0	0.5
Eif4g3	0	0	0	0.5	0	0.5	0	0	0	0	0.5
Eif6	0	0	0	0	0	-0.5	0	-0.5	0	0	0
Ell	0	0	0	0	0	-0.5	0	-0.5	0	0	0
Eln	0	-1.0	0	0	0	0	0	0	0	0	0
Eltd1	0	0	0	0	0	-0.5	0	-0.5	0	0	0
Emg1	0	0	0	0.5	0	0.5	0	0	0	0	0
Emid1	0	0	0	0	0	-0.5	0	0	0	0	0
Emilin2	0	-1.0	0	0	0	-0.5	-0.5	-0.5	0	0	0
Eml6	0	0	0	0	0	-0.5	0	-0.5	0	0	0
Emp1	0	0	0	0	0	0	-0.5	0	0	0	0
Emp3	0	0	0	0	0	-0.5	0	-0.5	0	0	0
Enah	0	0	0	0	0	-0.5	-0.5	-0.5	0	0	0
Eng	0	0	0	0	0	-0.5	0	-0.5	0	0	0
Eno2	0	0	0	0	0	-0.5	0	0	0	0	0
Eno3	0	0	0	0	0	-0.5	0	-0.5	0	0	0
Eno4	0	0	0	0	0	-0.5	0	0	0	0	0
Enpep	0	0	0	0	0	-0.5	-0.5	0	0	0	0
Enpp3	0	0	0	0	0	-0.5	0	-0.5	0	0	0
Enpp4	0	0	0	0.5	0	0	0	0	0	0	0
Enpp5	0.5	0	0	0.5	0	0.5	0	0	0	0	0
Entpd1	0	-1.0	0	0	0	-0.5	-0.5	-0.5	0	0	0
Entpd3	0.5	0	0	0.5	0	0.5	0	0	0.5	0	0
Epas1	0	0	0	0	0	-0.5	0	0	0	0	0
Epb4.1	0	-1.0	0	0	0	0	0	-0.5	0	0	0
Eps8	0	-1.0	0	0	0	-0.5	-0.5	-0.5	0	0	0
Eral1	0	0	0	0	0	0	0	0	0.5	0	0
Erap1	0	0	0	0.5	0	0.5	0	0	0	0	0
Erc1	0.5	0	0	0.5	0	0.5	0	0	0.5	0	0
Erg	0	0	0	0	0	-0.5	-0.5	-0.5	0	0	0
Errfi1	0.5	0	0	0.5	0	0	0	0	0	0	0
Espl1	0	0	0	0.5	0	0.5	0	0	0	0	0.5
Espn	0	0	0	0.5	0	0.5	0	0	0.5	0	0.5
Esr1	0	0	0	0	0	-0.5	0	-0.5	0	0	0
Etfb	0	0	0	0.5	0	0.5	0	0	0.5	0	0
Etohd2	0	0	0	0	0	-0.5	0	-0.5	0	0	0
Ets1	0	0	0	0	0	-0.5	-0.5	-0.5	0	0	0
Ets2	0.5	0	1.0	0.5	1.0	0	0	0	0	0	0.5
Etv1	0	0	0	0	0	-0.5	0	-0.5	0	0	0
Etv3	0	0	0	0	0	-0.5	0	-0.5	0	0	0
Etv5	0.5	0	0	0.5	0	0.5	0	0	0	0	0
Evl	0	0	0	0.5	0	0	0	0	0	0	0
Exoc2	0.5	0	0	0.5	0	0.5	0	0	0	0	0
Exoc6	0.5	0	0	0.5	0	0.5	0	0	0.5	0	0.5
Exoc8	0	0	0	0	0	-0.5	0	0	0	0	0
Exosc5	0	0	0	0.5	0	0	0	0	0	0	0.5
Ext1	0	0	0	0	0	-0.5	-0.5	-0.5	0	0	0
Extl3	0	0	0	0.5	0	0	0	0	0	0	0
Eya3	0	0	0	0	0	-0.5	0	0	0	0	0
Ezh2	0.5	0	0	0.5	0	0.5	0	0	0	0	0
F11r	0	0	0	0	0	-0.5	0	-0.5	0	0	0
F2rl2	0	0	0	0	0	0	0	-0.5	0	0	0
F3	0	0	0	0	0	-0.5	0	0	0	0	0
F730043m19rik	0	0	0	0	0	-0.5	0	-0.5	0	0	0
Fadd	0	0	0	0	0	0	0	-0.5	0	0	0
Faf1	0.5	0	0	0.5	0	0.5	0	0	0.5	0	0.5
Fam102b	0	0	0	0	0	-0.5	-0.5	-0.5	0	0	0
Fam105a	0.5	0	0	0.5	0	0.5	0	0	0	0	0
Fam110a	0	0	0	0	0	-0.5	0	0	0	0	0
Fam111a	0.5	0	0	0.5	0	0.5	0	0	1.5	0	0
Fam117a	0.5	0	0	0.5	0	0.5	0	0	0.5	0	0
Fam117b	0	0	0	0	0	-0.5	0	0	0	0	0
Fam122b	0	0	0	0.5	0	0	0	0	0.5	0	0
Fam126a	0	0	0	0	0	-0.5	0	-0.5	0	0	0
Fam129a	0	0	0	0	0	-0.5	-0.5	-0.5	0	0	0
Fam129b	0	0	0	-1.0	0	-0.5	0	-0.5	0	-1.0	0
Fam134b	0.5	0	0	0.5	0	0.5	0	0	0.5	0	0.5
Fam151b	0	0	0	0.5	0	0	0	0	0	0	0
Fam160b2	0	0	0	0	0	0	0	-0.5	0	0	0
Fam161a	0.5	0	0	0.5	0	0.5	0	0	0.5	0	0
Fam167a	0	0	0	0	0	-0.5	0	-0.5	0	0	0
Fam173b	0	0	0	0.5	0	0	0	0	0	0	0
Fam174a	0.5	0	0	0.5	0	0	0	0	0	0	0
Fam198b	0	0	0	0	0	-0.5	-0.5	0	0	0	0
Fam20c	0	0	0	0	0	-0.5	0	-0.5	0	0	0
Fam26f	0.5	0	0	0	0	0	0	0	0	0	0
Fam53b	0	0	0	0.5	0	0.5	0	0	0	0	0
Fam63a	0	0	0	0	0	-0.5	0	0	0	0	0
Fam71a	0	0	0	0.5	0	0	0	0	0	0	0
Fam71e1	0.5	0	0	0.5	0	0	0	0	0.5	0	0
Fam71f2	0	0	0	0.5	0	0.5	0	0	0.5	1.0	0
Fam72a	0.5	0	0	0	0	0.5	0	0	0.5	0	0
Fancd2	0.5	0	0	0.5	0	0	0	0	0	0	0
Farp1	0	0	0	0	0	-0.5	0	-0.5	0	0	0
Farsb	0	0	0	0.5	0	0	0	0	0	0	0
Fas	0	0	0	0	0	-0.5	-0.5	0	0	0	0
Fat4	0	0	0	0	0	-0.5	0	0	0	0	0
Fbxl22	0	0	0	0	0	0	0	-0.5	0	0	0
Fbxl4	0.5	0	0	0.5	0	0.5	0	0	0.5	0	0.5
Fbxo10	0.5	0	0	0.5	0	0	0	0	0.5	0	0.5
Fbxo11	0	-1.0	0	0	0	-0.5	0	-0.5	0	0	0
Fbxo30	0	0	0	0	0	-0.5	0	0	0	0	0
Fbxo32	0	0	0	0	0	-0.5	0	-0.5	0	0	0
Fbxo34	0.5	0	0	0.5	0	0.5	0	0	0.5	0	0.5
