	Ctcf	E2f4	E2f6	Egr1	Elf1	Elf4	Fos	Ikzf1	Irf1	Irf3	Klf13	Klf4	Klf5	Klf7	Myc	Nfya	Nfyb	Nfyc	Nrf1	Pax5	Pbx3	Plagl1	Pou2f2	Rfx1	Rfx2	Rxra	Sp1	Sp2	Sp3	Sp4	Srf	Tbp	Zbtb7a	Zfp148
Rdm1	0	0	0.25	0.25	0	0	0	0	0	0	0	0.25	0.25	0.25	0	0	0	0	0.25	0	0	0	0	0	0	0	0.25	0	0	0	0	0.25	0	0
Reep1	0.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.25	0	0	0	0	0	0	0	0
Reep2	0.25	0	0	0.25	0	0	0	0	0	0	0	0	0.25	0	0	0	0	0	0	0	0	0	0	0	0	0.25	0.25	0	0.25	0.25	0	0	0	0
Ret	0.25	0	0	0.25	0	0	0.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.25	0.25	0	0	0	0	0	0	0
Rgs3	0.25	0.25	0	0.25	0	0	0.25	0	0	0.25	0	0	0.25	0	0	0.25	0.25	0	0.25	0	0.25	0	0	0	0	0.25	0.25	0.25	0.25	0.25	0	0.25	0.25	0
Rnf157	0.25	0.25	0.25	0.25	0	0	0.25	0	0.25	0.25	0	0.25	0.25	0.25	0	0.25	0	0	0.25	0	0.25	0	0	0	0	0.25	0.25	0.25	0.25	0.25	0	0.25	0.25	0
Rpgr	0.25	0.25	0.25	0.25	0	0	0.25	0	0.25	0	0	0	0.25	0	0	0	0	0	0.25	0	0	0	0	0	0	0	0.25	0.25	0.25	0.25	0	0.25	0	0
Rps10	0.25	0.25	0.25	0.25	0	0	0.25	0	0.25	0	0	0.25	0.25	0.25	0	0	0	0	0.25	0	0.25	0	0	0	0	0.25	0.25	0.25	0.25	0.25	0	0.25	0	0
Rpusd1	0	-0.25	-0.25	-0.25	-0.25	0	0	0	-0.25	0	0	0	0	-0.25	0	0	0	0	-0.25	-0.75	0	0	-0.25	0	0	0	-0.25	-0.25	0	-0.25	0	0	0	0
Rpusd2	0	0.25	0	0	0	0	0.25	0	0.25	0.25	0	0.25	0.25	0.25	0	0.25	0.25	0	0.25	0	0.25	0	0	0	0	0	0.25	0.25	0.25	0.25	0	0.25	0.25	0
Rpusd4	0.25	0	0	0.25	0	0	0	0	0.25	0	0	0.25	0.25	0.25	0	0	0	0	0.25	0	0	0	0	0	0	0.25	0.25	0.25	0.25	0	0	0.25	0	0
Ruvbl1	0	0	0	0	0	0	0	0	-0.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.25	-0.25	0	-0.25	-0.25	0	0	0
S100a1	0	0	0	0.25	0	0	0	0	0.25	0	0.25	0.25	0.25	0.25	0	0	0	0	0	0	0	0	0	0	0	0	0.25	0.25	0.25	0.25	0	0.25	0.25	0
Saa3	0.25	0	0.25	0.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.25	0	0	0	0	0	0	0.25	0	0	0	0.25	0	0	0.25	0
Sap30bp	0	0.25	0	0	0	0	0.25	0	0.25	0.25	0	0	0	0	0	0.25	0	0	0	0	0.25	0	0	0	0	0.25	0.25	0.25	0.25	0.25	0	0.25	0	0
Satb1	0.25	0.25	0	0.25	0	0	0	0	0.25	0	0	0	0	0	0	0	0	0	0.25	0	0	0	0	0	0	0.25	0.25	0.25	0.25	0.25	0	0.25	0.25	0
Scarb1	0.25	0	0	0.25	0	0	0.25	0	0.25	0	0.25	0.25	0	0.25	0	0	0	0	0.25	0	0	0	0	0	0	0.25	0.25	0.25	0.25	0.25	0	0.25	0.25	0
Scarna13	0.25	0.25	0	0.25	0	0	0	0	0	0	0	0	0	0	0	0.25	0.25	0	0.25	0	0.25	0	0	0	0	0.25	0.25	0.25	0	0	0	0	0.25	0
Scd1	0.25	0.25	0	0	0	0	0.25	0	0.25	0.25	0	0.25	0	0	0	0.25	0.25	0	0	0	0.25	0	0	0	0	0.25	0.25	0.25	0	0	0	0.25	0.25	0
Scn4b	0	0	0	0	0	0	0	0	0	0.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sele	0	0	0	0	0	0	0.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.25	0	0	0	0	0	0	0	0
Selp	0.25	0	0	0	0	0	0.25	0	0	0.25	0	0	0	0.25	0	0	0	0	0	0	0.25	0	0	0	0	0.25	0	0	0	0	0	0	0	0
Sema3f	0.25	0	0	0.25	0	0	0.25	0	0.25	0	0	0.25	0.25	0.25	0	0	0	0	0.25	0	0	0	0	0	0	0.25	0.25	0.25	0.25	0.25	0	0.25	0	0
Sema4c	0.25	0.25	0.25	0.25	0	0	0	0	0.25	0	0	0.25	0.25	0.25	0	0.25	0	0	0	0	0.25	0.25	0	0	0	0.25	0.25	0.25	0.25	0.25	0	0.25	0	0
Sema4f	0.25	0	0	0.25	0	0	0.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.25	0.25	0	0	0	0	0.25	0	0
Sepsecs	0	0	-0.25	-0.25	-0.25	0	0	0	-0.25	-0.25	0	-0.25	-0.25	-0.25	0	0	0	0	-0.25	-0.75	0	0	0	0	0	0	-0.25	-0.25	-0.25	0	-0.25	-0.25	0	0
Sept4	0.25	0.25	0.25	0.25	0	0	0.25	0	0.25	0.25	0	0.25	0.25	0.25	0	0.25	0	0	0.25	0	0.25	0	0	0	0	0.25	0.25	0.25	0.25	0.25	0	0.25	0	0
Sfxn5	0.25	0.25	0	0.25	0	0	0	0.25	0.25	0.25	0	0.25	0.25	0	0	0.25	0	0	0	0	0.25	0	0	0	0	0.25	0.25	0.25	0.25	0	0	0.25	0	0
Shank1	0.25	0.25	0.25	0.25	0	0	0.25	0	0.25	0	0	0.25	0.25	0.25	0	0	0	0	0.25	0	0.25	0	0	0	0	0.25	0.25	0.25	0.25	0.25	0	0.25	0	0
Shroom2	0	0	0	0.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sigmar1	0	0	0	-0.25	0	0	0	0	0	0	0	0	0	-0.25	-0.25	-0.25	0	0	0	0	0	0	-0.25	0	0	0	0	-0.25	-0.25	-0.25	0	-0.25	0	0
Sirt2	0.25	0.25	0	0.25	0	0	0.25	0.25	0.25	0.25	0	0.25	0	0.25	0	0.25	0.25	0	0	0	0.25	0.25	0	0	0	0.25	0.25	0.25	0.25	0.25	0	0.25	0.25	0
Sirt3	0	0.25	0.25	0.25	0	0	0.25	0.25	0.25	0	0	0.25	0.25	0.25	0	0	0	0	0.25	0	0	0	0	0	0	0	0.25	0.25	0.25	0.25	0	0.25	0.25	0
Sirt6	0.25	0.25	0.25	0.25	0	0	0.25	0	0.25	0	0	0.25	0.25	0.25	0	0.25	0	0	0.25	0	0	0	0	0	0	0.25	0.25	0.25	0.25	0.25	0	0.25	0	0
Slain1	0	0.25	0	0	0	0	0	0	0.25	0	0	0.25	0.25	0.25	0	0	0	0	0	0	0	0	0	0	0	0	0.25	0.25	0.25	0.25	0	0.25	0	0
Slc12a7	0.25	0	0.25	0.25	0	0	0.25	0.25	0.25	0	0	0.25	0	0.25	0	0	0	0	0	0	0	0	0	0	0	0.25	0.25	0.25	0.25	0.25	0	0	0	0
Slc15a1	0	0	0	-0.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.75	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Slc22a23	0.25	0.25	0.25	0.25	0	0	0	0	0.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.25	0.25	0.25	0.25	0.25	0	0	0.25	0
Slc2a8	0	0	0	0.25	0	0	0.25	0	0	0	0	0	0	0	0	0.25	0	0	0	0	0.25	0	0	0	0	0	0.25	0.25	0	0.25	0	0	0	0
Slc32a1	0.25	0.25	0	0.25	0	0	0	0	0.25	0	0.25	0.25	0.25	0.25	0	0	0	0	0.25	0	0	0	0	0	0	0.25	0.25	0.25	0.25	0.25	0	0.25	0.25	0
Slc39a11	0.25	0.25	0.25	0.25	0	0	0.25	0.25	0.25	0	0	0.25	0.25	0.25	0	0	0	0	0	0	0	0	0	0	0	0.25	0.25	0.25	0.25	0.25	0	0.25	0.25	0
Slc43a3	0.25	0	0	0.25	0	0	0.25	0	0.25	0.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.25	0.25	0	0	0	0	0	0.25	0
Slc44a4	0	0	0	-0.25	0	0	0	0	-0.25	0	0	-0.25	-0.25	-0.25	0	0	0	0	0	-0.75	0	0	0	0	0	0	-0.25	-0.25	-0.25	-0.25	0	-0.25	0	0
Slc4a8	0.25	0.25	0	0.25	0	0	0.25	0	0	0.25	0	0	0	0	0	0.25	0.25	0	0	0	0.25	0.25	0	0	0	0.25	0.25	0.25	0.25	0.25	0	0.25	0.25	0
Slc6a17	0.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.25	0	0	0	0	0	0	0	0
Slc6a9	0.25	0.25	0	0.25	0	0	0.25	0	0.25	0	0.25	0.25	0.25	0.25	0	0	0	0	0.25	0	0	0	0	0	0	0	0.25	0.25	0.25	0.25	0	0.25	0.25	0
Smyd5	0	-0.25	0	-0.25	-0.25	0	0	0	-0.25	-0.25	0	-0.25	-0.25	-0.25	0	-0.25	0	-0.25	-0.25	0	0	0	0	0	0	0	-0.25	-0.25	-0.25	-0.25	-0.25	-0.25	0	-0.25
Sncg	0.25	0	0	0	0	0	0.25	0	0	0	0	0.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.25	0	0	0	0
Snn	0.25	0.25	0	0.25	0	0	0	0	0.25	0	0	0.25	0.25	0.25	0	0	0	0	0.25	0	0	0	0	0	0	0.25	0.25	0.25	0.25	0.25	0	0.25	0	0
Snora3	0	0	0	-0.25	-0.25	0	0	0	-0.25	-0.25	0	0	0	-0.25	-0.25	0	0	0	0	-0.75	0	0	-0.25	0	0	0	-0.25	-0.25	-0.25	-0.25	0	0	0	-0.25
Snora31	0	-0.25	-0.25	-0.25	-0.25	-0.25	0	0	-0.25	0	0	0	-0.25	-0.25	0	0	0	0	-0.25	-0.75	0	0	-0.25	0	0	0	-0.25	-0.25	-0.25	-0.25	0	-0.25	0	-0.25
Snx15	0	0	0	0.25	0	0	0	0	0.25	0	0	0.25	0.25	0.25	0	0	0	0	0.25	0	0	0	0	0	0	0.25	0.25	0.25	0.25	0.25	0	0.25	0	0
Spata7	0.25	0	0	0.25	0	0	0.25	0	0.25	0	0	0.25	0.25	0.25	0	0	0	0	0	0	0	0	0	0	0	0.25	0.25	0.25	0.25	0.25	0	0.25	0.25	0
Spint1	0	0	0	-0.25	-0.25	0	0	0	-0.25	-0.25	0	0	0	0	0	0	0	0	0	-0.75	0	0	0	0	0	0	0	0	0	-0.25	0	0	0	0
Stk39	0.25	0.25	0	0.25	0	0	0	0	0.25	0.25	0	0	0	0	0	0	0	0	0.25	0	0	0	0	0	0	0.25	0.25	0.25	0.25	0.25	0	0	0.25	0
Strada	0.25	0.25	0	0.25	0	0	0.25	0	0.25	0	0	0.25	0.25	0	0	0.25	0	0	0.25	0	0.25	0.25	0	0	0	0	0.25	0.25	0.25	0.25	0	0.25	0.25	0
Sufu	0.25	0	0.25	0.25	0	0	0	0	0.25	0.25	0	0.25	0.25	0.25	0	0	0	0	0.25	0	0.25	0	0	0	0	0.25	0.25	0.25	0.25	0.25	0	0.25	0	0
Susd2	0.25	0	0	0.25	0	0	0	0.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.25	0	0	0	0	0	0	0	0
Syt11	0.25	0	0	0	0	0	0	0	0.25	0.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.25	0.25	0.25	0	0	0	0	0	0
Taldo1	0.25	0	0	0.25	0	0	0	0	0.25	0	0	0.25	0.25	0.25	0	0.25	0	0	0	0	0.25	0	0	0	0	0.25	0.25	0.25	0.25	0.25	0	0.25	0.25	0
Tbc1d10c	0	0.25	0.25	0.25	0	0	0.25	0	0.25	0.25	0	0.25	0.25	0.25	0	0	0	0	0.25	0	0.25	0.25	0	0	0	0.25	0.25	0.25	0.25	0.25	0	0.25	0.25	0
Tbc1d30	0.25	0.25	0.25	0.25	0	0	0.25	0	0.25	0	0.25	0.25	0.25	0.25	0	0	0	0	0.25	0	0	0.25	0	0	0	0.25	0.25	0.25	0.25	0.25	0	0.25	0	0
Tbx2	0.25	0	0	0.25	0	0	0.25	0	0.25	0	0	0.25	0.25	0.25	0	0	0	0	0	0	0	0.25	0	0	0	0.25	0.25	0.25	0.25	0.25	0	0.25	0.25	0
Tcf19	0.25	0.25	0.25	0.25	0	0	0.25	0	0.25	0	0.25	0.25	0.25	0.25	0	0.25	0.25	0	0.25	0	0.25	0	0	0	0	0.25	0.25	0.25	0.25	0.25	0	0.25	0.25	0
Tcp11	0.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.25	0.25	0	0	0.25	0	0	0	0
Tecpr1	0.25	0.25	0.25	0.25	0	0	0	0	0	0.25	0	0	0	0	0	0	0	0	0.25	0	0	0	0	0	0	0.25	0.25	0.25	0.25	0.25	0	0	0	0
Tex9	0	-0.25	-0.25	-0.25	0	0	0	0	-0.25	0	0	0	0	0	0	0	0	0	0	-0.75	0	0	0	-0.25	-0.25	0	0	0	0	0	0	0	0	0
Tgif2	0.25	0.25	0.25	0.25	0	0	0.25	0	0.25	0.25	0	0.25	0.25	0.25	0	0.25	0	0	0.25	0	0.25	0	0	0	0	0	0.25	0.25	0.25	0.25	0	0.25	0.25	0
Thg1l	0	-0.25	-0.25	-0.25	-0.25	-0.25	0	0	-0.25	-0.25	0	-0.25	-0.25	-0.25	0	-0.25	0	0	-0.25	0	0	0	-0.25	0	0	0	-0.25	-0.25	-0.25	-0.25	0	-0.25	0	-0.25
Thsd1	0.25	0	0	0	0	0	0	0	0	0	0	0	0	0.25	0	0	0	0	0	0	0	0	0	0	0	0	0.25	0	0	0	0	0	0	0
Timd4	0	0	0	0	0	0	0	0	0.25	0.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.25	0	0	0	0	0	0	0	0
Tlr11	0	0	0	0	-0.25	0	0	0	-0.25	-0.25	0	0	0	0	0	0	0	0	0	-0.75	0	0	0	-0.25	0	0	0	0	-0.25	0	0	0	0	0
Tmco4	0.25	0.25	0	0.25	0	0	0.25	0	0.25	0	0.25	0	0.25	0.25	0	0.25	0.25	0	0.25	0	0.25	0	0	0	0	0.25	0.25	0	0.25	0.25	0	0.25	0.25	0
Tnfrsf18	0.25	0	0	0.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.25	0	0	0	0	0	0	0
Tnfrsf9	0.25	0.25	0	0.25	0	0	0.25	0	0.25	0.25	0	0	0	0	0	0.25	0	0	0.25	0	0.25	0	0	0	0	0.25	0.25	0	0	0.25	0	0	0	0
Tnfsf8	0	0	0	-0.25	-0.25	0	0	0	-0.25	-0.25	0	0	0	0	0	0	0	0	0	-0.75	0	0	0	0	0	0	-0.25	0	0	0	0	0	0	-0.25
Tonsl	0.25	0.25	0	0.25	0	0	0.25	0	0.25	0	0.25	0	0	0.25	0	0	0	0	0	0	0	0	0	0	0	0.25	0.25	0.25	0.25	0.25	0	0	0	0
Tradd	0.25	0.25	0	0.25	0	0	0.25	0	0.25	0.25	0	0.25	0.25	0.25	0	0	0	0	0	0	0	0	0	0	0	0.25	0.25	0.25	0.25	0.25	0	0.25	0.25	0
Traip	0.25	0	0	0	0	0	0.25	0	0.25	0.25	0	0.25	0.25	0.25	0	0.25	0	0	0	0	0	0	0	0	0	0.25	0.25	0	0	0	0	0.25	0	0
Trappc6a	0.25	0	0	0.25	0	0	0.25	0	0.25	0.25	0	0	0	0	0	0.25	0	0	0	0	0.25	0	0	0	0	0.25	0.25	0.25	0	0.25	0	0.25	0	0
Trem2	0.25	0	0	0	0	0	0	0.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.25	0	0	0	0	0	0	0
Trim30d	0	0	0	0	0	0	0	0	-0.25	-0.25	0	0	0	0	0	-0.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.25	0	0	0
Trim45	0.25	0	0	0.25	0	0	0.25	0	0.25	0.25	0	0.25	0	0	0	0	0	0	0	0	0.25	0	0	0	0	0.25	0.25	0.25	0	0	0	0.25	0	0
Trim65	0	0	0	-0.25	-0.25	0	0	0	-0.25	0	0	-0.25	-0.25	-0.25	0	0	0	0	-0.25	-0.75	0	0	0	0	0	0	-0.25	0	0	-0.25	0	-0.25	0	-0.25
Trpm3	0.25	0	0	0	0	0	0	0	0.25	0	0	0.25	0.25	0	0	0	0	0	0	0	0	0.25	0	0	0	0.25	0	0.25	0	0	0	0	0.25	0
Tspan2	0	0.25	0	0.25	0	0	0.25	0	0.25	0	0.25	0.25	0.25	0.25	0	0	0	0	0.25	0	0	0.25	0	0	0	0.25	0.25	0.25	0.25	0.25	0	0.25	0.25	0
Tssc4	0	0	0	0.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.25	0	0	0	0	0	0
Tstd1	0	0	0	-0.25	-0.25	0	0	0	-0.25	-0.25	0	0	0	0	0	0	0	0	0	-0.75	0	0	0	-0.25	-0.25	0	-0.25	0	0	0	0	0	0	-0.25
Tubg1	0	0	-0.25	-0.25	-0.25	0	0	0	-0.25	0	0	0	0	0	0	0	0	0	-0.25	-0.75	0	0	0	0	0	0	0	-0.25	0	0	-0.25	0	0	0
Ube2cbp	0	-0.25	-0.25	-0.25	0	0	0	0	-0.25	0	0	0	0	0	0	0	0	0	-0.25	-0.75	0	0	-0.25	-0.25	-0.25	0	-0.25	-0.25	-0.25	-0.25	0	-0.25	0	-0.25
Ube2m	0	-0.25	-0.25	-0.25	-0.25	-0.25	0	0	-0.25	0	0	-0.25	-0.25	-0.25	0	0	0	0	-0.25	0	0	0	0	0	0	0	-0.25	-0.25	-0.25	-0.25	-0.25	-0.25	0	-0.25
Uhrf1	0	0.25	0.25	0.25	0	0	0.25	0	0.25	0.25	0	0.25	0.25	0.25	0	0.25	0.25	0	0.25	0	0.25	0	0	0	0	0	0.25	0.25	0.25	0.25	0	0.25	0	0
Unc119b	0.25	0.25	0	0.25	0	0	0.25	0	0.25	0.25	0.25	0.25	0.25	0.25	0	0	0	0	0.25	0	0.25	0	0	0	0	0.25	0.25	0.25	0.25	0.25	0	0.25	0	0
Upb1	0.25	0	0	0.25	0	0	0.25	0	0.25	0	0	0.25	0.25	0	0	0	0	0	0	0	0	0	0	0	0	0.25	0.25	0.25	0.25	0	0	0.25	0	0
Uqcrc1	0.25	0	0.25	0.25	0	0	0	0	0.25	0	0	0	0.25	0	0	0	0	0	0.25	0	0	0	0	0	0	0	0.25	0.25	0.25	0	0	0	0	0
Urgcp	0.25	0.25	0	0.25	0	0	0.25	0	0.25	0	0	0.25	0.25	0.25	0	0	0	0	0.25	0	0	0	0	0	0	0.25	0.25	0.25	0.25	0.25	0	0.25	0.25	0
Usp46	0	-0.25	-0.25	-0.25	-0.25	0	0	0	-0.25	-0.25	0	-0.25	-0.25	-0.25	-0.25	0	0	0	0	-0.75	0	0	0	0	0	0	-0.25	-0.25	-0.25	-0.25	-0.25	-0.25	0	-0.25
Utf1	0	-0.25	0	-0.25	0	0	0	0	-0.25	0	0	-0.25	-0.25	-0.25	-0.25	0	0	0	-0.25	0	0	0	0	-0.25	-0.25	0	-0.25	-0.25	-0.25	-0.25	-0.25	-0.25	0	-0.25
Vars	0	0.25	0.25	0.25	0	0	0.25	0	0.25	0.25	0	0.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0.25	0.25	0.25	0.25	0.25	0	0	0	0
Vit	0.25	0	0	0	0	0	0	0	0	0	0.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.25	0	0	0	0	0	0	0	0
Vps25	0	0.25	0.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.25	0	0	0	0	0	0	0	0	0	0	0	0	0
Vwf	0.25	0.25	0	0.25	0	0	0.25	0.25	0.25	0.25	0	0	0	0	0	0.25	0.25	0	0	0	0.25	0.25	0	0	0	0.25	0.25	0.25	0	0	0	0.25	0.25	0
Wbp1	0.25	0.25	0	0.25	0	0	0.25	0	0.25	0.25	0	0.25	0.25	0.25	0	0.25	0.25	0	0.25	0	0.25	0	0	0	0	0	0.25	0.25	0.25	0.25	0	0.25	0.25	0
Wdr47	0	-0.25	-0.25	-0.25	-0.25	0	0	0	-0.25	-0.25	0	-0.25	-0.25	-0.25	-0.25	-0.25	0	-0.25	0	-0.75	0	0	-0.25	0	0	0	-0.25	-0.25	-0.25	-0.25	0	-0.25	0	-0.25
Wdr90	0.25	0.25	0.25	0.25	0	0	0	0	0.25	0	0	0	0	0	0	0	0	0	0.25	0	0	0	0	0	0	0	0.25	0.25	0.25	0.25	0	0.25	0	0
Wdsub1	0.25	0	0.25	0.25	0	0	0	0	0.25	0	0.25	0.25	0.25	0.25	0	0	0	0	0.25	0	0	0	0	0	0	0.25	0.25	0.25	0.25	0.25	0	0.25	0	0
Xrcc5	0.25	0	0	0.25	0	0	0	0	0.25	0	0	0	0	0	0	0	0	0	0.25	0	0	0	0	0	0	0.25	0	0	0	0	0	0	0.25	0
Zbtb4	0	0.25	0.25	0.25	0	0	0	0.25	0	0	0	0	0	0	0	0	0	0	0.25	0	0	0	0	0	0	0	0.25	0.25	0.25	0.25	0	0.25	0	0
Zbtb8a	0	-0.25	-0.25	-0.25	0	0	0	0	-0.25	-0.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.25	-0.25	0	0	0	0
Zc3h3	0.25	0.25	0.25	0.25	0	0	0.25	0	0.25	0	0	0.25	0	0	0	0.25	0.25	0	0.25	0	0.25	0.25	0	0	0	0.25	0.25	0.25	0.25	0.25	0	0	0.25	0
Zc3hav1l	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.25	0	-0.25	-0.25	0	0	0	0
Zdhhc2	0.25	0.25	0	0.25	0	0	0	0	0.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.25	0.25	0.25	0.25	0.25	0	0.25	0	0
Zdhhc23	0	-0.25	0	-0.25	-0.25	-0.25	0	0	-0.25	0	0	-0.25	-0.25	-0.25	0	0	0	0	-0.25	-0.75	0	0	0	0	0	0	-0.25	-0.25	-0.25	-0.25	0	-0.25	0	-0.25
Zdhhc24	0	0.25	0	0.25	0	0	0.25	0	0	0.25	0	0	0.25	0	0	0.25	0	0	0	0	0.25	0	0	0	0	0	0	0.25	0	0	0	0	0	0
Zer1	0.25	0.25	0.25	0.25	0	0	0.25	0	0.25	0	0	0.25	0.25	0.25	0	0	0	0	0.25	0	0.25	0	0	0	0	0.25	0.25	0.25	0.25	0.25	0	0.25	0.25	0
Zfp14	0.25	0	0	0.25	0	0	0	0	0	0.25	0	0	0	0	0	0	0	0	0.25	0	0.25	0	0	0	0	0	0	0	0	0	0	0	0	0
Zfp212	0	0	0	0.25	0	0	0.25	0	0.25	0	0	0.25	0.25	0.25	0	0	0	0	0.25	0	0	0	0	0	0	0	0.25	0	0.25	0.25	0	0.25	0.25	0
Zfp219	0.25	0.25	0.25	0.25	0	0	0.25	0	0.25	0	0	0	0.25	0	0	0	0	0	0.25	0	0	0	0	0	0	0.25	0.25	0.25	0.25	0.25	0	0.25	0.25	0
Zfp235	0	0	0	0.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.25	0	0	0	0	0	0
Zfp365	0	0	0	0	-0.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.75	0	0	0	-0.25	-0.25	0	0	0	0	0	0	0	0	0
Zfp382	0	0	-0.25	-0.25	-0.25	0	0	0	-0.25	0	0	0	0	0	0	0	0	0	-0.25	0	0	0	0	0	0	0	-0.25	-0.25	-0.25	-0.25	0	-0.25	0	0
Zfp446	0	0	0	0	-0.25	0	0	0	0	0	0	0	0	0	0	-0.25	0	-0.25	0	0	0	0	0	0	-0.25	0	-0.25	-0.25	0	-0.25	0	-0.25	0	0
Zfp513	0.25	0.25	0	0.25	0	0	0.25	0	0.25	0.25	0	0.25	0.25	0.25	0	0.25	0.25	0	0	0	0.25	0	0	0	0	0.25	0.25	0.25	0.25	0.25	0	0.25	0.25	0
Zfp518b	0	-0.25	-0.25	-0.25	-0.25	0	0	0	-0.25	0	0	0	0	0	0	0	0	0	-0.25	-0.75	0	0	0	0	0	0	-0.25	-0.25	-0.25	-0.25	0	0	0	0
Zfp553	0	-0.25	-0.25	-0.25	-0.25	0	0	0	-0.25	-0.25	0	-0.25	-0.25	-0.25	-0.25	-0.25	0	-0.25	-0.25	-0.75	0	0	-0.25	-0.25	-0.25	0	-0.25	-0.25	-0.25	-0.25	-0.25	-0.25	0	-0.25
Zfp607	0	0	0	0	0	-0.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.25	0	0	0	0	0	0	-0.25
Zfp866	0	-0.25	-0.25	-0.25	-0.25	0	0	0	-0.25	-0.25	0	-0.25	-0.25	-0.25	-0.25	-0.25	0	-0.25	-0.25	-0.75	0	0	0	0	0	0	-0.25	-0.25	-0.25	-0.25	-0.25	-0.25	0	0
Zmym3	0	0	0	0.25	0	0	0.25	0	0.25	0.25	0	0	0	0	0	0.25	0	0	0.25	0	0.25	0	0	0	0	0	0.25	0.25	0.25	0.25	0	0	0.25	0
Znhit6	0	-0.25	0	-0.25	-0.25	0	0	0	0	0	0	-0.25	0	-0.25	0	0	0	0	-0.25	0	0	0	0	0	0	0	-0.25	-0.25	-0.25	-0.25	0	-0.25	0	0
